Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
0,False,Women's Strawweight,3,,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,18.0,0.5,,,,0.0,,,,0.0,1.0,0.0,0.0,,2.0,,0.0,0.0,22.0,,,,0.0,0.0,0.0,,6.0,,,0.0,0.0,0.0,103.0,25.0,0.0,900.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,167.64,172.72,,,1.0,,8.0,5.0,8.5,,,10.5,,2.5,36.5,7.0,,13.0,7.5,0.5,0.5,,19.5,,0.0,9.0,,0.16,,,1.0,1.0,28.0,18.0,16.5,,88.5,23.5,0.5,0.5,73.5,15.0,,4.0,1.5,0.0,0.0,105.5,34.5,0.4,,0.5,,,127.5,54.0,6.0,900.0,0.0,,,,0.0,0.0,0.0,1.0,,,,,26.0,33.0
1,False,Welterweight,3,0.0,0.0,0.0,0.0,,,,4.0,,,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,18.0,,0.0,0.0,0.0,,88.0,16.0,,0.0,1.0,0.0,0.0,,,,,0.0,22.0,,0.0,0.0,0.0,0.0,,39.0,6.0,0.42,,0.0,0.0,0.0,103.0,,,900.0,0.0,0.0,0.0,0.0,,,,0.0,0,190.5,,,1.0,0.0,0.0,4.0,,1.0,1.0,17.0,9.0,,0.0,13.0,,0.0,,,0.0,0.0,18.0,10.0,0.55,,0.0,,0.0,,17.0,0.0,,0.0,0.0,,,18.0,7.0,0.0,0.0,19.0,9.0,0.0,4.0,3.0,0.0,0.0,23.0,12.0,0.52,,,0.0,0.0,,,1.0,177.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0,,180.34,,23.0,33.0
,True,Light Heavyweight,5,,0.0,0.0,16.4,12.8,,,,22.4,,,,33.6,,7.4,,2.2,0.0,105.2,51.8,0.512,0.4,,1.4,,139.8,,,,13.2,,,,55.8,18.0,,0.6,50.4,,,,5.8,,0.0,72.0,29.4,0.36000000000000004,,1.8,0.6,0.12,88.4,45.0,15.0,,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0,180.34,182.88,235.0,0.0,,,4.285714285714286,3.071428571428572,,2.9285714285714284,32.92857142857143,12.285714285714285,,,,14.285714285714285,0.7142857142857143,4.785714285714286,3.7857142857142856,,,,21.142857142857142,0.48,0.35714285714285715,,1.0714285714285714,,68.57142857142857,,3.0,4.0,,,2.4285714285714284,,26.214285714285715,7.142857142857142,2.642857142857143,2.0714285714285716,23.142857142857146,5.857142857142858,0.0,,3.071428571428572,,0.07142857142857142,31.285714285714285,,,,1.4285714285714286,,,,,,381.1428571428572,0.0,0.0,,,,0.0,0.0,10.0,0,187.96,198.12,,36.0,31.0
0,True,Middleweight,,0.0,,0.0,,0.7894736842105263,4.2105263157894735,2.3157894736842106,11.31578947368421,3.842105263157895,6.315789473684211,,19.42105263157895,,0.5263157894736842,,,0.5263157894736842,,,10.631578947368421,0.508421052631579,0.42105263157894735,,0.3157894736842105,0.14473684210526316,26.578947368421048,15.052631578947368,,6.0,2.1052631578947367,1.263157894736842,4.894736842105263,3.526315789473684,13.842105263157894,,,5.894736842105262,19.684210526315788,8.526315789473685,0.15789473684210525,5.052631578947368,4.0,,0.05263157894736842,26.842105263157894,13.789473684210524,0.4326315789473685,0.10526315789473684,,0.5263157894736842,0.1636842105263158,41.26315789473684,27.21052631578948,29.0,322.57894736842104,,,0.0,,,2.0,1.0,13.0,0,182.88,187.96,185.0,0.0,,0.0,6.0,2.875,5.875,3.625,,17.625,,9.0,,23.75,,4.625,3.625,2.5,,74.375,30.25,,0.875,4.375,,0.74875,97.375,49.625,8.0,0.0,8.875,6.0,6.25,3.875,48.5,16.25,0.75,,42.625,,0.0,4.0,,0.0,,55.5,20.625,0.36125,0.0,0.875,0.0,0.0,,28.625,19.0,609.0,,0.0,,3.0,3.0,2.0,0.0,8.0,0,187.96,198.12,,38.0,30.0
0,True,,3,0.0,1.0,0.0,,,6.4444444444444455,,94.66666666666669,45.22222222222222,5.4444444444444455,2.7777777777777777,74.55555555555556,32.333333333333336,0.5555555555555556,,,,0.0,,,,0.0,0.2222222222222222,,0.0,,,3.0,3.0,18.666666666666668,8.777777777777779,3.0,1.5555555555555556,,31.88888888888889,,2.4444444444444446,111.11111111111113,18.222222222222214,0.0,11.555555555555555,8.888888888888891,0.2222222222222222,,141.33333333333334,35.888888888888886,0.3077777777777777,0.1111111111111111,3.4444444444444446,0.4444444444444444,0.11222222222222222,,,,642.1111111111112,0.0,0.0,0.0,3.0,3.0,,0.0,6.0,0,172.72,,155.0,0.0,7.0,0.0,15.941176470588234,11.235294117647056,,3.4705882352941178,76.58823529411767,36.411764705882355,6.411764705882352,4.176470588235294,56.529411764705884,19.058823529411768,0.4705882352941176,,13.764705882352946,1.1764705882352942,0.1176470588235294,88.52941176470587,44.058823529411775,0.4747058823529412,,1.8823529411764703,0.7647058823529411,0.3111764705882353,97.41176470588236,51.58823529411765,,,,8.705882352941176,5.411764705882354,,,38.941176470588225,,0.7058823529411765,67.70588235294117,26.235294117647058,,,,0.0,0.05882352941176471,91.82352941176471,42.76470588235294,0.42764705882352944,0.1176470588235294,,0.29411764705882354,0.04529411764705883,,48.82352941176471,36.0,576.2941176470587,0.0,,0.0,,4.0,4.0,0.0,,,185.42,185.42,,30.0,32.0
1,False,,3,,5.0,,,1.5,,2.8125,48.1875,,2.5625,1.6875,,11.5,,9.9375,6.75,0.1875,,,19.75,,,0.3125,0.125,0.125,,27.5,6.0,4.0,,1.5,,1.6875,36.5625,,,2.5625,37.8125,10.5625,,4.25,,0.375,0.0625,44.125,15.5,0.294375,0.1875,2.6875,0.3125,0.036875000000000005,52.3125,,,420.0625,,0.0,,1.0,,2.0,0.0,,0,190.5,195.58,240.0,0.0,1.0,,5.8181818181818175,4.0,,,34.18181818181818,,8.909090909090908,6.363636363636362,37.0,13.545454545454545,0.3636363636363637,4.818181818181818,3.8181818181818175,1.3636363636363635,0.0,47.63636363636363,,,,,0.7272727272727273,0.3781818181818182,,26.63636363636364,3.0,,6.090909090909091,,8.454545454545455,,,17.727272727272727,2.272727272727273,1.5454545454545454,31.63636363636364,13.909090909090908,0.2727272727272727,,,0.2727272727272727,0.09090909090909093,46.0,25.818181818181817,0.5409090909090909,,1.5454545454545454,0.2727272727272727,0.06000000000000001,,39.36363636363637,,,0.0,,0.0,1.0,,1.0,0.0,8.0,0,198.12,200.66,,36.0,
,True,Flyweight,3,0.0,2.0,,13.714285714285715,8.142857142857142,10.142857142857142,,,15.428571428571427,,6.571428571428571,43.42857142857143,,0.14285714285714285,9.857142857142858,6.857142857142858,0.5714285714285714,,67.0,29.0,,0.8571428571428571,,,,84.42857142857143,44.42857142857143,,2.0,12.0,8.428571428571429,7.857142857142858,,,18.857142857142858,9.857142857142858,7.428571428571429,,13.857142857142858,0.2857142857142857,11.142857142857142,,,,,31.285714285714285,0.4614285714285714,0.5714285714285714,,2.7142857142857144,0.5285714285714286,90.57142857142857,47.57142857142857,19.0,,,0.0,,0.0,,,,5.0,0,,,,0.0,,0.0,,,,5.2,,34.5,,2.0,,,0.4,14.9,,,,120.0,41.7,,0.4,4.1,1.0,0.215,127.7,48.4,,2.0,,8.2,8.6,5.0,,20.3,2.3,,50.8,15.2,0.1,5.5,3.7,0.4,0.0,68.3,27.1,,,,1.1,0.197,76.9,34.9,24.0,656.4,,0.0,,4.0,,1.0,,8.0,0,162.56,165.1,125.0,31.0,30.0
,True,,3,0.0,1.0,,5.5,3.0,2.0,1.25,49.0,17.25,11.25,,51.0,18.5,0.0,5.75,5.0,3.75,,,26.5,0.455,0.25,,4.5,,92.0,53.5,,1.0,7.25,5.0,10.25,,46.75,,9.0,6.0,53.25,16.75,0.0,,4.25,1.75,,66.0,,0.3825,0.25,,1.0,0.3,,,12.0,900.0,0.0,,,3.0,0.0,0.0,0.0,,0,162.56,162.56,125.0,0.0,,0.0,15.833333333333336,,6.666666666666668,4.666666666666667,96.83333333333331,30.83333333333333,4.0,3.1666666666666665,,,,,5.166666666666667,,,107.5,,0.365,0.0,,0.6666666666666666,,,,3.0,1.0,,7.5,18.33333333333333,,84.33333333333333,,0.8333333333333334,0.5,,,0.0,11.833333333333336,,0.0,,103.5,39.16666666666666,0.2666666666666667,0.0,,0.8333333333333334,0.055,,,14.0,,2.0,0.0,0.0,1.0,3.0,,1.0,5.0,,,167.64,135.0,,30.0
0,True,Welterweight,,4.0,0.0,0.0,6.7272727272727275,,13.636363636363635,8.727272727272727,47.90909090909091,,6.363636363636362,,51.36363636363637,,0.18181818181818185,9.818181818181818,8.727272727272727,0.6363636363636364,0.09090909090909093,67.9090909090909,28.90909090909091,,0.3636363636363637,6.090909090909091,2.363636363636364,0.4363636363636365,78.36363636363636,,2.0,6.0,10.181818181818182,7.7272727272727275,,9.727272727272727,53.81818181818182,20.818181818181817,,,55.72727272727273,19.90909090909091,0.09090909090909093,5.8181818181818175,,0.6363636363636364,,,,,0.7272727272727273,2.8181818181818183,1.0,,95.0909090909091,55.09090909090909,27.0,688.2727272727273,,0.0,1.0,,1.0,1.0,0.0,,0,177.8,182.88,170.0,1.0,0.0,0.0,,,5.642857142857142,4.642857142857143,22.285714285714285,7.7857142857142865,,,39.42857142857143,,0.2857142857142857,,3.571428571428572,3.0,0.14285714285714285,,23.785714285714285,0.51,,4.785714285714286,2.2857142857142856,0.4707142857142857,,57.42857142857143,,,8.714285714285714,,,7.0,33.57142857142857,9.142857142857142,,2.2857142857142856,32.857142857142854,8.857142857142858,,,3.7142857142857135,0.42857142857142855,,46.85714285714285,,,0.35714285714285715,2.642857142857143,,,64.85714285714286,34.785714285714285,35.0,661.0,,0.0,1.0,6.0,3.0,0.0,0.0,,,187.96,193.04,,,33.0
1,False,Middleweight,3,0.0,2.0,0.0,10.833333333333336,6.25,6.666666666666668,4.666666666666667,63.0,,13.833333333333336,9.5,59.66666666666666,22.91666666666667,,13.0,,2.6666666666666665,0.08333333333333333,83.5,39.66666666666666,,,,,0.3083333333333334,,65.5,3.0,5.0,6.166666666666668,3.4166666666666665,6.25,4.0,58.33333333333334,17.666666666666668,9.0,,57.91666666666666,17.333333333333332,0.3333333333333333,,7.5,1.3333333333333333,0.5833333333333334,,,,0.16666666666666666,,0.5,0.06916666666666668,91.5,44.5,33.0,808.75,,0.0,,5.0,0.0,1.0,,7.0,0,182.88,,185.0,0.0,,0.0,11.2,,,5.0,54.0,24.2,8.0,5.6,45.6,18.0,0.4,,,,0.6,67.8,34.8,0.5359999999999999,0.2,2.4,,0.382,,47.4,,2.0,,6.0,6.8,,52.2,,4.0,2.2,,5.8,,,14.0,,0.0,63.0,,0.4340000000000001,0.2,2.8,,0.166,90.2,,,643.4,1.0,,0.0,,0.0,,,3.0,0,,,185.0,32.0,30.0
1,True,Welterweight,3,,2.0,0.0,8.5,,4.0,,,,11.0,7.0,29.5,,0.0,,1.5,7.0,0.0,,17.0,0.505,0.5,7.0,,0.705,121.5,,2.0,,4.5,2.0,,1.0,30.5,6.5,0.5,0.5,25.5,,,,,0.0,0.0,32.0,8.0,,,,0.0,0.0,,12.5,,548.0,,0.0,,,1.0,,0.0,2.0,0,180.34,,170.0,1.0,0.0,0.0,,3.3571428571428568,5.857142857142858,4.142857142857143,31.5,10.785714285714288,,5.142857142857143,35.357142857142854,,0.2857142857142857,,3.2142857142857144,,0.14285714285714285,,20.071428571428573,,0.7857142857142857,2.7857142857142856,1.0714285714285714,0.25285714285714284,74.64285714285714,,4.0,,9.571428571428571,6.357142857142858,7.2142857142857135,,37.285714285714285,12.714285714285715,8.714285714285714,5.071428571428571,38.5,12.285714285714285,0.2857142857142857,5.142857142857143,3.7857142857142856,,,53.214285714285715,22.428571428571423,0.4471428571428571,0.35714285714285715,2.7142857142857144,0.6428571428571429,0.2835714285714285,66.5,,,464.1428571428572,0.0,0.0,1.0,2.0,4.0,2.0,0.0,,,,187.96,170.0,27.0,39.0
0,False,Lightweight,3,,0.0,,,0.0,,0.0,4.0,0.0,0.0,0.0,22.0,,0.0,0.0,,0.0,,66.0,,,,0.0,,0.0,,16.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,22.0,0.0,0.0,,,,0.0,39.0,,0.42,,0.0,0.0,0.0,,25.0,0.0,,,,,0.0,,0.0,0.0,0.0,0,,187.96,155.0,,0.0,0.0,,0.0,,,3.0,1.0,0.0,0.0,32.0,13.0,,,0.0,,0.0,,19.0,0.42,0.0,,0.0,0.0,101.0,41.0,,0.0,,0.0,0.0,,1.0,,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,44.0,,900.0,0.0,0.0,0.0,0.0,,0.0,,,0,,,155.0,31.0,
,False,Flyweight,,2.0,,0.0,7.666666666666668,4.333333333333333,3.6666666666666665,1.3333333333333333,,,6.333333333333332,,35.666666666666664,9.666666666666666,,,2.6666666666666665,2.6666666666666665,0.3333333333333333,,16.666666666666668,0.32666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,40.66666666666666,1.0,2.0,4.0,2.333333333333333,1.0,0.6666666666666666,,,6.333333333333332,4.0,42.0,14.0,,,4.333333333333333,2.333333333333333,0.6666666666666666,52.66666666666666,20.666666666666668,,0.6666666666666666,,1.6666666666666667,,67.0,34.666666666666664,,,0.0,0.0,0.0,,,,0.0,,0,162.56,162.56,,2.0,0.0,0.0,,4.25,6.0,,23.75,,19.0,15.25,38.75,23.5,0.0,4.5,,6.25,0.0,48.75,31.25,0.6675,0.75,,4.0,,,,2.0,2.0,6.5,5.0,4.25,,,4.75,6.25,,21.75,,0.0,2.75,1.0,0.75,0.5,31.0,12.25,0.325,,1.75,0.5,0.07,,,9.0,607.5,0.0,0.0,0.0,,,,0.0,2.0,,170.18,167.64,125.0,,
,True,,,0.0,2.0,0.0,,,,,,24.90909090909091,,11.0,69.81818181818181,28.72727272727273,0.2727272727272727,4.0,2.9090909090909087,0.9090909090909092,0.18181818181818185,86.54545454545455,39.54545454545455,0.4872727272727273,,4.818181818181818,1.6363636363636365,0.3409090909090909,,57.09090909090909,4.0,,10.181818181818182,,5.545454545454546,3.3636363636363638,,,,,75.72727272727273,19.0,0.09090909090909093,,6.545454545454546,,,94.45454545454544,31.272727272727273,0.32545454545454544,,,0.7272727272727273,,103.8181818181818,39.54545454545455,31.0,758.5454545454545,,0.0,,2.0,0.0,6.0,0.0,8.0,,,,135.0,,3.0,,20.176470588235293,12.647058823529413,8.235294117647058,,,40.882352941176464,26.058823529411764,18.0,126.47058823529413,43.235294117647065,0.1176470588235294,11.823529411764708,,,0.1176470588235294,158.47058823529414,,,0.4705882352941176,8.647058823529411,3.294117647058824,,197.5882352941176,99.17647058823529,5.0,,9.411764705882351,5.882352941176473,6.588235294117648,3.4705882352941178,124.47058823529413,33.05882352941177,2.7058823529411766,,118.88235294117644,,0.2352941176470588,5.470588235294118,4.0,,0.0,,38.23529411764706,,0.6470588235294118,3.5882352941176467,,0.2288235294117647,150.17647058823533,,63.0,1095.3529411764703,7.0,0.0,,7.0,3.0,,0.0,12.0,0,167.64,,,,33.0
0,False,Middleweight,3,0.0,,0.0,5.111111111111111,,4.888888888888889,,60.0,18.555555555555557,7.222222222222222,4.2222222222222205,64.77777777777777,21.444444444444443,0.5555555555555556,,1.5555555555555556,0.2222222222222222,0.1111111111111111,72.1111111111111,26.11111111111111,,0.2222222222222222,0.6666666666666666,,,,40.77777777777778,5.0,,9.444444444444443,7.0,6.333333333333332,,51.66666666666666,,6.8888888888888875,,47.55555555555557,14.111111111111107,0.2222222222222222,7.8888888888888875,6.5555555555555545,,0.1111111111111111,,27.66666666666667,0.4555555555555555,0.0,4.4444444444444455,1.2222222222222223,0.2355555555555556,92.0,49.88888888888889,21.0,644.4444444444445,0.0,0.0,,2.0,,,0.0,,0,,,185.0,,1.0,,6.0,2.8,4.2,,,27.2,,3.2,59.6,24.0,0.2,,6.0,0.6,0.2,72.6,,0.424,,,,,93.6,51.8,,,6.6,3.6,,,52.2,12.8,,,45.8,9.0,0.0,5.4,4.4,1.8,,,17.0,0.33799999999999997,0.2,,1.2,0.246,,24.2,13.0,,,,0.0,1.0,,,0.0,,0,187.96,193.04,185.0,,29.0
,False,Middleweight,,2.0,0.0,0.0,,,7.4,,,47.2,3.2,2.2,124.8,38.6,,,6.0,,0.0,,55.0,0.342,,,0.4,,158.0,58.2,3.0,,,,8.4,5.0,108.8,41.4,,2.0,,33.0,,15.6,,,,121.2,48.4,0.396,0.4,3.4,0.6,0.098,,54.6,,679.2,,,0.0,1.0,1.0,,,,,198.12,195.58,185.0,,0.0,0.0,8.928571428571429,7.857142857142858,,,22.428571428571423,7.571428571428571,,11.428571428571427,37.5,14.357142857142858,0.14285714285714285,4.357142857142857,3.4285714285714284,0.6428571428571429,0.21428571428571427,50.78571428571429,,0.3807142857142857,0.35714285714285715,5.5,1.3571428571428572,0.21857142857142856,,37.857142857142854,4.0,6.0,6.285714285714287,,8.285714285714286,,29.92857142857143,,,3.7857142857142856,34.285714285714285,11.357142857142858,0.35714285714285715,3.0,2.7142857142857144,1.2142857142857142,0.14285714285714285,,18.928571428571427,,1.2142857142857142,2.5,,0.3771428571428572,65.14285714285714,39.142857142857146,,495.07142857142856,0.0,0.0,1.0,,4.0,,,8.0,,182.88,182.88,185.0,27.0,37.0
1,False,Welterweight,3,0.0,6.0,0.0,,9.0,,12.333333333333336,71.77777777777777,25.555555555555557,12.111111111111107,8.0,80.44444444444444,,0.1111111111111111,7.666666666666668,6.1111111111111125,2.1111111111111107,0.1111111111111111,100.11111111111113,45.88888888888889,,0.1111111111111111,,,,145.33333333333334,87.11111111111109,,2.0,9.222222222222221,,4.888888888888889,,,12.222222222222221,6.1111111111111125,3.4444444444444446,39.111111111111114,,0.0,4.4444444444444455,4.0,,,52.77777777777778,,,,5.777777777777778,,0.3711111111111111,,31.88888888888889,24.0,731.8888888888887,,,0.0,,,1.0,,7.0,0,,203.2,170.0,0.0,1.0,,13.0,,1.75,,117.5,48.5,,4.75,108.0,,,,3.5,0.0,0.0,,55.0,0.5,,,0.25,0.25,127.5,57.5,,1.0,6.75,,0.5,,88.25,,2.0,1.5,60.75,23.5,,23.25,18.0,,,90.75,47.25,0.435,0.25,,0.75,,,60.5,,,0.0,0.0,,0.0,3.0,,,3.0,0,190.5,195.58,170.0,27.0,30.0
0,True,,3,,1.0,0.0,14.0,,59.0,37.0,35.0,,36.0,,111.0,,3.0,5.0,4.0,3.0,,,77.0,,0.0,1.0,1.0,,173.0,109.0,,0.0,,2.0,,,16.0,5.0,16.0,14.0,,28.0,0.0,1.0,1.0,2.0,,55.0,31.0,,,7.0,,0.42,174.0,,,900.0,0.0,0.0,,0.0,0.0,,0.0,,,175.26,,145.0,3.0,,0.0,,4.333333333333333,6.333333333333332,5.0,28.33333333333333,8.333333333333334,3.333333333333333,0.6666666666666666,,,0.0,,,,0.6666666666666666,38.0,14.0,0.34,1.3333333333333333,,0.0,0.0,69.66666666666667,,,3.0,,5.0,,,,5.0,15.0,10.333333333333334,20.33333333333333,7.333333333333332,0.0,9.0,7.666666666666668,2.0,,36.333333333333336,20.0,0.5733333333333334,0.0,6.666666666666668,5.0,,62.0,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0,,182.88,145.0,33.0,31.0
1,True,,3,,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,66.0,,0.5,0.0,,,0.0,88.0,16.0,,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,39.0,6.0,0.42,0.0,,0.0,0.0,,,,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,172.72,172.72,,1.0,,0.0,10.0,,14.0,10.5,83.0,31.0,12.5,10.0,,,0.0,26.5,22.0,0.0,,,51.5,0.48,,,2.0,,162.0,99.0,1.0,1.0,,,14.0,7.0,,37.5,1.0,1.0,,35.5,0.0,1.0,1.0,0.0,0.0,102.0,45.5,0.405,,4.5,0.5,,,56.0,5.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0,172.72,172.72,145.0,26.0,
,False,Lightweight,3,,,0.0,15.25,12.0,8.5,,90.5,,,4.75,,,0.0,9.0,7.75,3.5,0.25,105.75,44.75,0.43,,1.5,0.75,0.15,144.0,78.5,,,19.5,15.75,,,,42.25,11.75,7.75,,42.0,0.0,5.75,,,0.0,,61.0,,0.0,3.5,1.75,,171.0,,,,,0.0,0.0,,1.0,0.0,0.0,2.0,,180.34,,155.0,,1.0,0.0,,3.0,,1.0,,,7.0,4.5,79.0,25.5,1.0,2.5,,1.0,,86.5,,,,1.0,,0.0,92.0,,1.0,1.0,,,7.5,,,24.0,5.0,,65.5,16.0,0.0,,7.5,,0.5,89.0,31.0,,,8.0,,0.575,99.0,,6.0,810.5,0.0,,0.0,,,0.0,0.0,1.0,0,175.26,180.34,155.0,,32.0
1,False,Lightweight,,1.0,0.0,0.0,,,2.0,2.0,,26.0,3.0,,79.0,22.0,,,,,1.0,91.0,29.0,,0.0,,,,91.0,29.0,0.0,1.0,4.0,2.0,,0.0,,29.0,,5.0,,32.0,,1.0,0.0,2.0,2.0,,,0.31,,1.0,0.0,0.0,113.0,,3.0,721.0,,,0.0,,0.0,0.0,0.0,,,,190.5,155.0,,,0.0,7.666666666666668,4.333333333333333,11.0,8.666666666666666,,,3.0,2.0,19.666666666666668,6.0,0.0,9.666666666666666,8.666666666666666,2.333333333333333,0.0,,19.0,0.49,1.0,,2.0,,102.0,71.33333333333333,2.0,,,4.666666666666667,,11.333333333333336,,13.333333333333336,12.333333333333336,6.333333333333332,,,,18.33333333333333,,2.0,,64.66666666666667,31.0,0.47,0.0,,,0.14666666666666667,152.0,102.33333333333331,9.0,900.0,1.0,0.0,1.0,1.0,,,0.0,,,180.34,180.34,155.0,31.0,25.0
0,False,Welterweight,3,,0.0,,3.0,,2.0,1.3333333333333333,,9.333333333333334,,16.666666666666668,52.66666666666666,,,,1.0,3.0,0.0,,27.33333333333333,0.43333333333333335,,,2.0,,,,1.0,2.0,6.666666666666668,,7.0,,35.666666666666664,11.0,8.0,5.666666666666668,40.333333333333336,16.0,,,2.333333333333333,,0.0,,,,,,,0.0,67.66666666666667,,,,1.0,,,,0.0,0.0,0.0,1.0,,187.96,,,1.0,,,4.5,,8.5,5.0,129.5,39.0,,,125.5,34.0,0.0,21.5,,,,151.5,52.0,0.34,0.0,7.0,,0.29000000000000004,,70.5,1.0,1.0,11.0,7.5,,6.0,,44.5,,3.0,98.0,,0.0,9.0,,,,,53.5,,1.0,6.0,,,146.5,80.5,6.0,900.0,,,,0.0,0.0,0.0,0.0,1.0,0,182.88,,170.0,,27.0
0,True,Bantamweight,3,0.0,,0.0,1.5,1.5,2.5,2.0,11.5,,6.5,,,6.5,,6.0,5.0,6.5,,,,0.64,0.0,5.5,4.5,0.8,,,2.0,,,,,4.0,,,,8.5,44.5,20.5,0.0,2.0,2.0,,1.5,51.5,26.0,0.5449999999999999,,,0.0,0.0,,,6.0,900.0,0.0,,1.0,,0.0,0.0,0.0,2.0,,170.18,170.18,135.0,0.0,1.0,,14.0,8.0,,,86.0,,,,64.0,13.0,,13.0,10.0,3.0,,91.0,,,1.0,,2.0,,,41.0,,,4.0,,1.0,0.0,77.0,21.0,0.0,0.0,47.0,,0.0,27.0,17.0,1.0,0.0,78.0,,0.26,0.0,,,0.25,,,3.0,900.0,,0.0,,1.0,0.0,0.0,0.0,1.0,,162.56,162.56,145.0,28.0,
